algo_name,source_name
spi_master_slave_controller,hls_algorithms
split_load_balance,Vitis-HLS-Introductory-Examples-flatten
split_round_robin,Vitis-HLS-Introductory-Examples-flatten
spmv_crs,MachSuite
spmv_ellpack,MachSuite
spread_spectrum_crystal_multiplier,rtl_module
squeeze_excitation,ai_fpga_hls_algorithms
sr_flip_flop,operators
sr_latch,operators
sram_cell,operators
sram_cell_4bit,operators
srt_divider,operators
stacking,ai_fpga_hls_algorithms
standardization,ai_fpga_hls_algorithms
state_space_control,hls_algorithms
static_array_RAM,Vitis-HLS-Introductory-Examples-flatten
static_array_ROM,Vitis-HLS-Introductory-Examples-flatten
static_array_of_struct_with_array_RAM,Vitis-HLS-Introductory-Examples-flatten
static_shift_register,rtl_module
static_struct_with_array_RAM,Vitis-HLS-Introductory-Examples-flatten
statistical_significance_testing,ai_fpga_hls_algorithms
stencil_stencil2d,MachSuite
stencil_stencil3d,MachSuite
step_counter,rtl_module
stop_and_wait,hls_algorithms
stratified_sampling,ai_fpga_hls_algorithms
stream_better,Vitis-HLS-Introductory-Examples-flatten
struct_ii_issue,Vitis-HLS-Introductory-Examples-flatten
surface_mount_multiplier,rtl_module
surround_processor,rtl_chip
svd,ai_fpga_hls_algorithms
svm,ai_fpga_hls_algorithms
svr,ai_fpga_hls_algorithms
swish_activation,ai_fpga_hls_algorithms
switching_regulator,operators
symm,PolyBench
synchronous_processor,rtl_chip
synchronous_training,ai_fpga_hls_algorithms
syr2k,PolyBench
syrk,PolyBench
t_flip_flop,operators
t_latch,operators
t_test,ai_fpga_hls_algorithms
target_encoding,ai_fpga_hls_algorithms
tcp_segmentation,hls_algorithms
teacher_student_networks,ai_fpga_hls_algorithms
teletext_processor,rtl_chip
temperature_based_shutdown,hls_algorithms
temperature_sensor,operators
temporal_difference_learning,ai_fpga_hls_algorithms
thermal_sensor_calibration,hls_algorithms
timer_16bit,operators
timer_32bit,operators
timer_8bit,operators
top_k_sampling,ai_fpga_hls_algorithms
top_p_sampling,ai_fpga_hls_algorithms
total_time_counter,rtl_module
transformer_decoder_block,ai_fpga_hls_algorithms
transformer_encoder_block,ai_fpga_hls_algorithms
transposed_convolution,ai_fpga_hls_algorithms
triplet_loss,ai_fpga_hls_algorithms
trisolv,PolyBench
trmm,PolyBench
true_random_number_generator,rtl_ip
trust_region_method,ai_fpga_hls_algorithms
uart_transmitter_receiver,hls_algorithms
unet_block,ai_fpga_hls_algorithms
universal_hexadecimal_counter,rtl_module
universal_shift_register,rtl_module
unsupervised_learning,ai_fpga_hls_algorithms
unsynchronized_io_maxi,Vitis-HLS-Introductory-Examples-flatten
unsynchronized_io_scalar,Vitis-HLS-Introductory-Examples-flatten
up_counter,operators
up_down_counter,operators
user_configurable_divider,rtl_module
using_C++_templates,Vitis-HLS-Introductory-Examples-flatten
using_C++_templates_for_multiple_instances,Vitis-HLS-Introductory-Examples-flatten
using_arbitrary_precision_arith,Vitis-HLS-Introductory-Examples-flatten
using_arbitrary_precision_casting,Vitis-HLS-Introductory-Examples-flatten
using_array_of_streams,Vitis-HLS-Introductory-Examples-flatten
using_axi_lite,Vitis-HLS-Introductory-Examples-flatten
using_axi_lite_with_user_defined_offset,Vitis-HLS-Introductory-Examples-flatten
using_axi_stream_no_side_channel_data,Vitis-HLS-Introductory-Examples-flatten
using_axi_stream_with_custom_side_channel_data_1,Vitis-HLS-Introductory-Examples-flatten
using_axi_stream_with_custom_side_channel_data_2,Vitis-HLS-Introductory-Examples-flatten
using_axi_stream_with_side_channel_data,Vitis-HLS-Introductory-Examples-flatten
using_axis_array_stream_no_side_channel_data,Vitis-HLS-Introductory-Examples-flatten
using_double,Vitis-HLS-Introductory-Examples-flatten
using_fifos,Vitis-HLS-Introductory-Examples-flatten
using_fixed_point,Vitis-HLS-Introductory-Examples-flatten
using_free_running_pipeline,Vitis-HLS-Introductory-Examples-flatten
using_pipos,Vitis-HLS-Introductory-Examples-flatten
using_stream_of_blocks,Vitis-HLS-Introductory-Examples-flatten
v_measure,ai_fpga_hls_algorithms
variable_bound_loops,Vitis-HLS-Introductory-Examples-flatten
variational_inference,ai_fpga_hls_algorithms
vco,operators
vcr_vhs_chroma_signal_processor,rtl_chip
vector_addition,hls_algorithms
video_controller,rtl_module
video_display_processor,rtl_chip
video_enhancement_processor,rtl_chip
video_multiplier,rtl_module
video_processor,rtl_chip
vif_sif_signal_processor,rtl_chip
virtual_memory_management,hls_algorithms
viterbi,MachSuite
viterbi_decoder,hls_algorithms
voice,rtl_module
voice_processor,rtl_chip
voltage_comparator,rtl_module
voltage_sensor,operators
voting_classifier,ai_fpga_hls_algorithms
vtm_current_multiplier,rtl_module
wallace_tree_adder,rtl_module
wallace_tree_adder,operators
warm_restarts,ai_fpga_hls_algorithms
watchdog_timer,operators
wave_comparator,rtl_module
weight_pruning,ai_fpga_hls_algorithms
wifi_module,operators
wilcoxon_signed_rank_test,ai_fpga_hls_algorithms
window_comparator,rtl_module
word_embeddings,ai_fpga_hls_algorithms
xgboost,ai_fpga_hls_algorithms
xnor_gate,operators
xor_gate,operators
yeo_johnson_transformation,ai_fpga_hls_algorithms
z_score_normalization,ai_fpga_hls_algorithms
zero_crossing_detector,operators
zero_shot_learning,ai_fpga_hls_algorithms
